name	x_center	y_center	width	height	label	is_occluded	is_truncated	d3_separation	ignore_state	importance_state	r_label	is_rider_on_2_wheels	l_label	image_id
1697708870466454	1887.33544921875	1032.8571472168	25.528930664062496	31.7042236328125	CAR	1	0	0.0	0	0	BACK	0	BACK	6536e0fa056a7e2152cd38e4
1697708870466454	1772.50494384766	1029.86294555664	55.98040771484379	41.7869873046875	CAR	0	0	0.0	0	0	BACK	0	BACK	6536e0fa056a7e2152cd38e4
1697708870466454	685.408294677734	1046.3411865234398	354.558166503906	67.88818359375	CAR	1	0	655.6929171504677	1	0	SIDE	0	FRONT	6536e0fa056a7e2152cd38e4
1697708870466454	1311.65444946289	1043.09252929688	138.6865234375	82.2700805664062	CAR	1	0	1336.169668376685	0	0	SIDE	0	FRONT	6536e0fa056a7e2152cd38e4
1697708870466454	1470.22816467285	1056.93453979492	216.496185302734	121.423095703125	CAR	0	0	1494.871812896521	0	0	SIDE	0	BACK	6536e0fa056a7e2152cd38e4
1697708870466454	1614.789975919739	1019.6434805382178	46.76749964092892	23.62629713262993	CAR	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa056a7e2152cd38e4
1697708870466454	1793.4936461879988	1025.8571549582239	21.43996338788702	34.78902711400724	CAR	1	0	0.0	1	0	BACK	0	BACK	6536e0fa056a7e2152cd38e4
1697708870466454	1726.020124570507	1016.5287402715159	12.641848520185476	17.634947167039854	CAR	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa056a7e2152cd38e4
1697708870466454	1100.08236694336	979.608245849609	326.473937988281	164.220031738281	TRUCK	0	0	1064.6205913954536	0	0	SIDE	0	FRONT	6536e0fa056a7e2152cd38e4
1697708870466454	1699.7169236172178	1010.0730899692958	15.904261041523798	29.286608688119827	TRUCK	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa056a7e2152cd38e4
1697708870466454	1286.472056609939	960.807731677072	158.8730539813439	86.1334975640691	TRACTOR	1	0	0.0	1	0	None	0	None	6536e0fa056a7e2152cd38e4
1697708870799876	1641.80966186523	1014.85845947266	27.7838439941406	17.5186767578125	CAR	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa056a7e2152cd394e
1697708870799876	1566.81817626953	1016.15014648438	52.176025390625	24.9473876953125	CAR	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa056a7e2152cd394e
1697708870799876	1781.8786907230826	1022.03030395508	19.793514258674527	34.047607421875	CAR	1	0	0.0	1	0	BACK	0	BACK	6536e0fa056a7e2152cd394e
1697708870799876	1760.01917266846	1025.83312225342	55.1696014404297	40.5418548583984	CAR	0	0	0.0	0	0	BACK	0	BACK	6536e0fa056a7e2152cd394e
1697708870799876	1905.1936939489005	1017.70852661133	44.19817891341763	43.1644897460938	CAR	0	0	0.0	0	3	BACK	0	BACK	6536e0fa056a7e2152cd394e
1697708870799876	1467.99968338013	1052.6652526855503	213.550437927246	120.355163574219	CAR	1	0	1491.6081800858312	0	0	SIDE	0	BACK	6536e0fa056a7e2152cd394e
1697708870799876	1077.42028808594	1049.26110839844	237.50146484375	113.39501953124999	CAR	1	0	1100.0003143576569	0	0	SIDE	0	FRONT	6536e0fa056a7e2152cd394e
1697708870799876	1870.7845970333046	1022.9310185708655	19.198177808967557	42.4718715113637	CAR	1	0	0.0	1	0	BACK	0	BACK	6536e0fa056a7e2152cd394e
1697708870799876	1829.67069244385	1006.52568817139	72.4276580810547	94.9483184814453	VAN	0	0	0.0	0	2	BACK	0	BACK	6536e0fa056a7e2152cd394e
1697708870799876	780.690155029297	967.430206298828	543.913879394531	232.170349121094	TRUCK	1	0	700.9205020920501	0	0	SIDE	0	FRONT	6536e0fa056a7e2152cd394e
1697708870799876	1081.3986385946932	932.9763979031047	220.46371054683482	100.66324293165087	TRACTOR	1	0	0.0	1	0	None	0	None	6536e0fa056a7e2152cd394e
1697708871466566	1572.6747741699198	1018.31399536133	24.1247863769531	14.570129394531298	CAR	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa056a7e2152cd39d5
1697708871466566	1638.79846191406	1017.29452514648	31.804443359375	14.7601318359375	CAR	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa056a7e2152cd39d5
1697708871466566	1594.27331542969	1013.3485412597698	21.245849609375	19.0441284179688	CAR	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa056a7e2152cd39d5
1697708871466566	1545.91548156738	1017.7780761718801	30.8215637207031	19.5271606445312	CAR	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa056a7e2152cd39d5
1697708871466566	1767.85556030273	1021.71371459961	19.6913452148437	32.3092041015625	CAR	1	0	0.0	1	0	BACK	0	BACK	6536e0fa056a7e2152cd39d5
1697708871466566	1743.8401489257799	1025.69021606445	52.0570678710938	39.2510986328125	CAR	0	0	0.0	0	0	BACK	0	BACK	6536e0fa056a7e2152cd39d5
1697708871466566	1890.14416503906	1017.6667175293001	44.8551025390625	42.7938842773438	CAR	0	0	0.0	0	3	BACK	0	BACK	6536e0fa056a7e2152cd39d5
1697708871466566	1464.14022445679	1051.3337707519497	208.974983215332	118.32623291015598	CAR	0	0	1491.6081800858312	0	0	SIDE	0	BACK	6536e0fa056a7e2152cd39d5
1697708871466566	1681.7751534206097	1010.8727246049017	28.957520170728454	24.4361479608026	CAR	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa056a7e2152cd39d5
1697708871466566	1762.6340637207	992.1060562133791	40.5353393554688	45.9429779052734	TRUCK	1	0	0.0	0	0	BACK	0	BACK	6536e0fa056a7e2152cd39d5
1697708871466566	1658.3404592618244	1006.4926603477766	29.256051306509335	39.65110801186836	TRUCK	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa056a7e2152cd39d5
1697708871466566	1813.6321061383644	1006.53515625	72.96501794079	95.814208984375	VAN	0	0	0.0	0	2	BACK	0	BACK	6536e0fa056a7e2152cd39d5
1697708871466566	317.2988891601565	908.967531726135	634.597778320313	346.72998046875	TRACTOR	0	1	0.0	1	0	SIDE	0	SIDE	6536e0fa056a7e2152cd39d5
1697708854133061	1830.24645996094	1036.0182189941402	38.9421997070312	35.7821044921875	CAR	0	0	0.0	0	2	BACK	0	BACK	6536e0fa056a7e2152cd3b21
1697708854133061	1772.77513885498	1048.4302978515598	73.4433135986328	60.88488769531249	CAR	0	0	0.0	0	3	BACK	0	BACK	6536e0fa056a7e2152cd3b21
1697708854133061	2572.66918945312	999.247924804688	231.40283203125	226.99072265625	TRACTOR	0	0	2584.656401906161	0	0	BACK	0	SIDE	6536e0fa056a7e2152cd3b21
1697708854800090	1840.1340706602577	1028.34085083008	34.540414169256564	35.7063903808594	CAR	0	0	0.0	0	3	BACK	0	BACK	6536e0fa056a7e2152cd3b56
1697708854800090	1784.26235580444	1042.91673278809	69.164924621582	57.0855712890625	CAR	0	0	0.0	0	2	BACK	0	BACK	6536e0fa056a7e2152cd3b56
1697708854800090	3475.22058105469	990.920654296875	729.558837890625	561.071044921875	TRACTOR	0	1	0.0	0	0	SIDE	0	SIDE	6536e0fa056a7e2152cd3b56
1697708750799740	1697.7952041626	1021.3092651367199	29.078369140625	19.8908081054687	CAR	0	0	0.0	0	0	BACK	0	BACK	6536e0fa45a810ae7f2b2187
1697708750799740	1586.55694580078	1025.89926147461	32.42626953125	27.6908569335937	CAR	1	0	0.0	0	0	FRONT	0	FRONT	6536e0fa45a810ae7f2b2187
1697708750799740	2087.92913818359	1046.1546936035202	139.557983398438	119.965026855469	CAR	0	0	2062.0489918783023	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b2187
1697708750799740	1881.90512084961	1067.04495239258	219.537780761719	176.791687011719	CAR	0	0	0.0	0	3	BACK	0	BACK	6536e0fa45a810ae7f2b2187
1697708750799740	2274.16748809814	1080.0276184082	294.290267944336	204.231689453125	CAR	0	0	2217.090076566181	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b2187
1697708750799740	3303.9771728515607	1244.66506958008	1072.04565429688	760.079528808594	CAR	0	1	0.0	0	2	SIDE	0	SIDE	6536e0fa45a810ae7f2b2187
1697708750799740	2519.37878417969	1006.9228515625	34.462646484375	95.90283203125	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b2187
1697708750799740	980.146148681641	1041.6567687988297	45.5795288085938	89.4286499023437	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b2187
1697708750799740	1420.287353571957	959.2604540752404	28.39080454273244	47.69378360277858	PERSON	0	0	0.0	2	0	None	0	None	6536e0fa45a810ae7f2b2187
1697708750799740	1675.78369140625	1010.8883972168	30.153747558593697	34.3601684570312	TRUCK	0	0	0.0	0	0	BACK	0	BACK	6536e0fa45a810ae7f2b2187
1697708750799740	1338.58070373535	1008.06683349609	427.105438232422	194.970703125	TRUCK	0	0	1239.2337140757597	0	0	SIDE	0	FRONT	6536e0fa45a810ae7f2b2187
1697708750799740	2001.44720458984	1013.3338928222698	156.471069335938	90.9074096679688	VAN	1	0	0.0	0	0	SIDE	0	SIDE	6536e0fa45a810ae7f2b2187
1697708751799896	1580.27249145508	1025.7766113281298	21.3697509765625	18.0177612304687	CAR	0	0	0.0	0	0	FRONT	0	FRONT	6536e0fa45a810ae7f2b21b2
1697708751799896	1700.86959838867	1021.90182495117	27.543090820312496	18.8616333007813	CAR	0	0	0.0	0	0	BACK	0	BACK	6536e0fa45a810ae7f2b21b2
1697708751799896	1550.8006190696158	1029.8494262695299	33.6893118697074	24.9619140625	CAR	1	0	0.0	0	0	FRONT	0	FRONT	6536e0fa45a810ae7f2b21b2
1697708751799896	1606.49142456055	1028.34707641602	36.2676391601562	30.7533569335938	CAR	0	0	0.0	0	0	FRONT	0	FRONT	6536e0fa45a810ae7f2b21b2
1697708751799896	2336.71072387695	1090.78779602051	348.999572753906	235.436126708984	CAR	0	0	2277.5460260646796	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b21b2
1697708751799896	2146.99487304687	1054.17166137695	156.329833984375	147.0966796875	CAR	1	0	2123.768979021251	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b21b2
1697708751799896	1900.89508056641	1088.02035522461	294.799682617188	241.613830566406	CAR	0	0	0.0	0	3	BACK	0	BACK	6536e0fa45a810ae7f2b21b2
1697708751799896	3436.12353515625	1266.57363891602	806.48291015625	800.225769042969	CAR	0	1	0.0	0	2	SIDE	0	SIDE	6536e0fa45a810ae7f2b21b2
1697708751799896	1987.63201904297	998.380157470703	96.00366210937499	62.96759033203121	VAN	0	0	0.0	1	0	SIDE	0	SIDE	6536e0fa45a810ae7f2b21b2
1697708751799896	1483.75329589844	1022.8083114624	81.866455078125	80.5298614501953	VAN	1	0	1507.4253477669445	0	0	SIDE	0	FRONT	6536e0fa45a810ae7f2b21b2
1697708751799896	2649.93569946289	1005.83895874023	45.5665893554688	114.62451171875	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b21b2
1697708751799896	1215.0728409748288	946.3701749247916	29.27886363794778	58.13878207729101	PERSON	0	0	0.0	2	0	None	0	None	6536e0fa45a810ae7f2b21b2
1697708751799896	1700.9609375	1010.6263122558601	34.167724609375	40.1759643554688	TRUCK	1	0	0.0	0	0	BACK	0	BACK	6536e0fa45a810ae7f2b21b2
1697708751799896	1062.69573974609	1013.07070922852	565.208618164063	283.929138183594	TRUCK	0	0	964.8082684504665	0	0	SIDE	0	FRONT	6536e0fa45a810ae7f2b21b2
1697708747799683	1949.01953125	1030.55087280273	73.619140625	66.2571411132813	CAR	0	0	1923.149517944743	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b21fe
1697708747799683	2122.70587158203	1055.37231445313	169.755249023438	128.616943359375	CAR	0	0	2086.7732184353217	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b21fe
1697708747799683	1855.9400743631074	1038.99140167236	112.14915961491033	91.8970794677734	CAR	0	0	0.0	0	3	BACK	0	BACK	6536e0fa45a810ae7f2b21fe
1697708747799683	2456.17736816406	1124.1346435546898	465.444580078125	314.384765625	CAR	0	0	2384.0884728190645	0	2	BACK	0	SIDE	6536e0fa45a810ae7f2b21fe
1697708747799683	1806.6552054847164	1027.618401848984	29.98148196645616	63.59853301345504	CAR	1	0	0.0	1	0	BACK	0	BACK	6536e0fa45a810ae7f2b21fe
1697708747799683	1240.8251953125	1030.80404663086	20.376220703125	53.0820922851562	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b21fe
1697708747799683	2212.02984619141	1011.2449340820299	21.817138671875	58.1035766601562	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b21fe
1697708747799683	684.333923339844	1054.93496704102	42.62451171875	76.8231811523438	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b21fe
1697708747799683	921.823852539063	1055.0485229492201	42.1422119140625	99.81640625	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b21fe
1697708747799683	867.026123046875	1034.8244934082	33.4619140625	103.20068359375	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b21fe
1697708747799683	583.953857421875	1029.07159423828	46.993408203125	101.891662597656	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b21fe
1697708747799683	832.648223876953	1036.6109313964798	41.6544799804688	91.2007446289062	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b21fe
1697708747799683	640.809143066406	1042.73181152344	38.01904296875	124.25500488281298	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b21fe
1697708747799683	2000.9930042552405	1020.3659375579757	14.087684297491478	30.125620901110214	PERSON	0	0	0.0	2	0	None	0	None	6536e0fa45a810ae7f2b21fe
1697708747799683	1772.3390514267242	984.1036161029356	25.646809874920564	29.009857164032155	PERSON	0	0	0.0	2	0	None	0	None	6536e0fa45a810ae7f2b21fe
1697708747799683	1510.53393554688	1017.0944519043	50.0580444335938	56.2090454101562	VAN	0	0	0.0	0	0	FRONT	0	FRONT	6536e0fa45a810ae7f2b21fe
1697708747799683	2148.398405234021	996.1184389647278	92.7919642408342	49.75023139070947	VAN	1	0	0.0	1	0	SIDE	0	SIDE	6536e0fa45a810ae7f2b21fe
1697708747799683	1750.94183349609	1000.79864501953	300.563110351563	98.70556640625	TRUCK	1	0	1625.5461226684247	0	0	SIDE	0	FRONT	6536e0fa45a810ae7f2b21fe
1697708740466283	1776.91988372803	1027.15533447266	38.6031036376953	29.5541381835937	CAR	0	0	1767.208082652402	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b228a
1697708740466283	1835.72831726074	1030.88250732422	54.5422668457031	40.7199096679688	CAR	0	0	1816.5520720376428	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b228a
1697708740466283	1973.2823486328102	1034.6621398925797	27.556396484375	49.0923461914062	CAR	1	0	0.0	1	0	BACK	0	BACK	6536e0fa45a810ae7f2b228a
1697708740466283	1918.80847167969	1047.66644287109	107.012329101563	96.3110961914063	CAR	0	0	0.0	0	3	BACK	0	BACK	6536e0fa45a810ae7f2b228a
1697708740466283	1216.9058227539097	1064.97015380859	167.221313476563	99.9525146484375	CAR	0	0	1233.9217802233677	0	0	SIDE	0	FRONT	6536e0fa45a810ae7f2b228a
1697708740466283	2331.76696777344	1090.17233276367	322.81787109375	195.914245605469	CAR	0	0	2278.4156568630556	0	2	BACK	0	SIDE	6536e0fa45a810ae7f2b228a
1697708740466283	441.2085005309296	1202.79162597656	881.6487820677182	674.95751953125	CAR	0	0	0.0	0	0	SIDE	0	SIDE	6536e0fa45a810ae7f2b228a
1697708740466283	1532.3607677590703	1024.8289925062886	18.67521226103372	27.001482437291315	VAN	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa45a810ae7f2b228a
1697708746799615	1518.8457021125407	1015.6433410644502	22.83794963523451	48.5509643554687	VAN	1	0	0.0	0	0	FRONT	0	FRONT	6536e0fa45a810ae7f2b2341
1697708746799615	1910.6271911910858	1025.70568847656	57.0578491790518	54.2041015625	CAR	0	0	0.0	0	0	BACK	0	BACK	6536e0fa45a810ae7f2b2341
1697708746799615	1795.23425292969	1024.41891479492	35.79931640625	55.0879516601563	CAR	1	0	0.0	0	0	BACK	0	BACK	6536e0fa45a810ae7f2b2341
1697708746799615	1843.90600585937	1032.5205078125	98.8448486328125	77.22998046875	CAR	0	0	0.0	0	3	BACK	0	BACK	6536e0fa45a810ae7f2b2341
1697708746799615	2070.20404052734	1044.7314453125	138.149780273438	104.240966796875	CAR	0	0	2037.298057582354	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b2341
1697708746799615	2284.49780273437	1085.58102416992	301.998046875	214.621887207031	CAR	0	0	2229.86623912803	0	2	BACK	0	SIDE	6536e0fa45a810ae7f2b2341
1697708746799615	1135.43487548828	1043.17520141602	26.820556640625	75.2095947265625	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b2341
1697708746799615	989.3095245361329	1036.60592651367	25.4658203125	83.15380859375	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b2341
1697708746799615	939.4991912841799	1034.1682739257799	34.6187438964844	93.9581298828125	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b2341
1697708746799615	1715.51016998291	1022.35888671875	15.286300659179702	44.435546875	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b2341
1697708746799615	1101.64929199219	1033.87838745117	24.578857421875	63.05670166015629	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b2341
1697708746799615	1839.6085649078695	984.9150806389925	22.330128956396948	19.272282731349947	PERSON	0	0	0.0	2	0	None	0	None	6536e0fa45a810ae7f2b2341
1697708746799615	894.820808762719	1011.9419213430358	29.403525687584875	52.77562476379683	PERSON	0	0	0.0	2	0	None	0	None	6536e0fa45a810ae7f2b2341
1697708746799615	913.0986760820286	1015.6239416753938	20.661936969654334	41.72956376672312	PERSON	0	0	0.0	2	0	None	0	None	6536e0fa45a810ae7f2b2341
1697708746799615	1060.6006738013675	1029.139700500733	23.330834126270247	83.09595295218503	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b2341
1697708746799615	3182.98072778137	949.9324032557408	57.64640680039338	86.580253435175	PERSON	0	0	0.0	2	0	None	0	None	6536e0fa45a810ae7f2b2341
1697708746799615	1829.5817786546731	999.745178222656	262.94526837424036	79.68896484375	TRUCK	1	0	0.0	0	0	SIDE	0	SIDE	6536e0fa45a810ae7f2b2341
1697708746799615	625.5043807115277	1066.288541448639	60.579209815259446	84.64964744090878	KICK_SCOOTER	0	0	0.0	1	0	None	0	None	6536e0fa45a810ae7f2b2341
1697708740133350	1777.62464904785	1020.0254287719702	38.076904296875	29.5065765380859	CAR	0	0	1766.3368702177265	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b2455
1697708740133350	1837.7703704834	1024.29754638672	55.2024230957031	39.7388305664062	CAR	0	0	1823.2437249933423	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b2455
1697708740133350	1972.0014655805012	1028.96965026855	24.585481209828192	47.3058471679687	CAR	1	0	0.0	0	0	BACK	0	BACK	6536e0fa45a810ae7f2b2455
1697708740133350	1341.59997558594	1045.3952331543	125.3232421875	78.0501098632813	CAR	0	0	1357.3704830861295	0	0	SIDE	0	FRONT	6536e0fa45a810ae7f2b2455
1697708740133350	1918.70401000977	1042.83905029297	109.695007324219	98.2871704101563	CAR	0	0	0.0	0	3	BACK	0	BACK	6536e0fa45a810ae7f2b2455
1697708740133350	2323.37719726562	1085.58117675781	311.94482421875	191.021484375	CAR	0	0	2268.4766541341082	0	2	BACK	0	SIDE	6536e0fa45a810ae7f2b2455
1697708740133350	196.558227539062	1165.11767578125	393.116455078125	272.372314453125	CAR	0	1	0.0	0	0	SIDE	0	SIDE	6536e0fa45a810ae7f2b2455
1697708740133350	947.371551513672	1098.29150390625	621.377014160156	368.326171875	CAR	0	0	984.1004184100418	0	0	SIDE	0	FRONT	6536e0fa45a810ae7f2b2455
1697708740133350	1528.9021896247891	1016.5792813458484	22.235254476065165	25.402721514426617	VAN	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa45a810ae7f2b2455
1697708752800026	2631.94034767151	1036.35946655273	43.88154220581059	48.0504150390625	BIKE	0	0	0.0	0	0	None	1	None	6536e0fa45a810ae7f2b2490
1697708752800026	510.26515960693393	1023.61779785156	1016.7809600830099	473.11376953124994	TRUCK	0	1	186.77824267782427	0	0	SIDE	0	FRONT	6536e0fa45a810ae7f2b2490
1697708752800026	1711.4432892098978	1010.2821655273399	34.252093455207145	37.9042663574219	TRUCK	0	0	0.0	0	0	BACK	0	BACK	6536e0fa45a810ae7f2b2490
1697708752800026	1567.38446044922	1025.0462341308603	20.7462158203125	17.5294799804688	CAR	0	0	0.0	0	0	FRONT	0	FRONT	6536e0fa45a810ae7f2b2490
1697708752800026	1583.3810424804697	1026.5721130371103	11.8461303710938	20.778076171875	CAR	1	0	0.0	1	0	FRONT	0	FRONT	6536e0fa45a810ae7f2b2490
1697708752800026	1549.08971405029	1031.71160888672	31.7480621337891	26.8441162109375	CAR	0	0	0.0	0	0	FRONT	0	FRONT	6536e0fa45a810ae7f2b2490
1697708752800026	1603.2783203125	1030.34045410156	39.09423828125	35.1761474609375	CAR	0	0	0.0	0	0	FRONT	0	FRONT	6536e0fa45a810ae7f2b2490
1697708752800026	2382.45031738281	1104.11590576172	402.972900390625	267.518920898438	CAR	0	0	2322.3600601166145	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b2490
1697708752800026	2181.5075073242197	1061.90762329102	160.47412109375	173.394714355469	CAR	1	0	2170.840368092288	0	0	BACK	0	SIDE	6536e0fa45a810ae7f2b2490
1697708752800026	1899.8598022460899	1113.27868652344	392.515747070312	313.92333984375	CAR	0	0	0.0	0	3	BACK	0	BACK	6536e0fa45a810ae7f2b2490
1697708752800026	3459.85693359375	1280.06909179687	760.2861328125	785.6279296875	CAR	0	1	0.0	0	2	SIDE	0	SIDE	6536e0fa45a810ae7f2b2490
1697708752800026	2743.64694213867	1005.91702270508	52.8310546875	127.97332763671902	PERSON	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b2490
1697708752800026	781.8932275643651	923.4975878209698	54.86970017995543	82.81625917893996	PERSON	0	0	0.0	2	0	None	0	None	6536e0fa45a810ae7f2b2490
1697708752800026	2640.0799331665	1008.6430358886699	27.7499694824219	74.3794555664063	RIDER	0	0	0.0	0	0	None	0	None	6536e0fa45a810ae7f2b2490
1697708752800026	1469.09707641602	1023.7725448608401	87.9121704101562	85.0245513916016	VAN	0	0	1492.030256174072	0	0	SIDE	0	FRONT	6536e0fa45a810ae7f2b2490
1697708854466337	1838.09399414063	1030.8020324707	37.9713134765625	36.0079956054687	CAR	0	0	0.0	0	3	BACK	0	BACK	6536e0fb056a7e2152cd3c65
1697708854466337	1780.94570922852	1044.63301086426	69.8097839355469	57.7072448730469	CAR	0	0	0.0	0	2	BACK	0	BACK	6536e0fb056a7e2152cd3c65
1697708854466337	2891.0595703125	993.241882324219	434.27490234375	322.392700195312	TRACTOR	0	0	2884.0167364016734	0	0	FRONT	0	SIDE	6536e0fb056a7e2152cd3c65
1697708818133098	2020.20372009277	1027.4581756591797	68.6711120605469	28.75634765625	CAR	0	0	2022.4127489434768	0	0	SIDE	0	FRONT	6536e104b8f0cb64db66a4f5
1697708818133098	2720.82475280762	1029.32012939453	46.3974914550781	94.236572265625	PERSON	0	0	0.0	0	0	None	0	None	6536e104b8f0cb64db66a4f5
1697708818133098	2602.3952061242653	1018.6632389709265	30.97251530145195	97.84385433018497	PERSON	0	0	0.0	0	0	None	0	None	6536e104b8f0cb64db66a4f5
1697708818133098	2114.50897216797	1008.89107131958	95.7841186523438	61.565208435058594	TRUCK	0	0	2099.9680170119764	0	0	SIDE	0	FRONT	6536e104b8f0cb64db66a4f5
1697708818133098	2584.4289855957	977.304260253906	242.70367431640602	183.640747070313	TRUCK	0	0	2569.967686524448	0	0	BACK	0	SIDE	6536e104b8f0cb64db66a4f5
1697708818133098	793.9594826076345	983.343566894531	1011.181355351985	595.931030273438	TRUCK	0	0	781.255230125523	0	0	SIDE	0	FRONT	6536e104b8f0cb64db66a4f5
